,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
0,@HauntedHappens,Haunted Happenstance,10-Apr,"Do you have a personal story or memory about a positive or inspiring event that happened post Boston Marathon bombing? In the days & weeks that followed the tragic event, people came together to show just what #BostonStrong meant, and I'd love to hear your experience-DM me ",['https://pbs.twimg.com/profile_images/1222936336627388416/Tqs79hzX_normal.jpg'],['No Video']
1,@JuliaCSocial,Julia Campbell,10-Apr,What an inspiring story!! #BostonMarathon #BostonStrong,"['https://pbs.twimg.com/profile_images/796133720252174336/fTfmuVrL_normal.jpg', 'https://pbs.twimg.com/profile_images/1671883857795354625/0Mk6-dxP_mini.jpg']",['No Video']
2,@BolavipBR,Bolavip Brasil,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1253702876301492225/rF_U9OkV_normal.png.jpg', 'https://pbs.twimg.com/media/GAINl5raEAAIjPE.jpg']",['No Video']
3,@Agh_94,Andrew Henderson,10-Apr,Got mine! #BostonStrong #MarathonMonday #TB12,"['https://pbs.twimg.com/profile_images/1154089419055480832/HsTsh2mO_normal.jpg', 'https://pbs.twimg.com/media/D304iI-WAAou1F7.jpg']",['No Video']
4,@scott_dunlap,Scott Dunlap,10-Apr,"My social feeds today:

@bostonmarathon says the weather on Monday could be bad, perhaps as epic as last year.

# of elites/influencers/brands riding the #BostonStrong tag telling me not to be concerned: 100+

# of actual Boston runners concerned: 0 


#Running","['https://pbs.twimg.com/profile_images/1649288541359296513/A8sMT6S7_normal.jpg', 'https://pbs.twimg.com/media/D30vOb6UwAUEB65.jpg']",['No Video']
5,@BOSImmigrants,Immigrant Advancement,10-Apr,"This year, we will observe #OneBostonDay by highlighting some past recipients of the #WeAreBoston Gala Youth Action Award. Stay tuned on Mon., 4/15 to learn about some of our City’s immigrant/refugee and first-gen young adult leaders who make #BostonStrong!","['https://pbs.twimg.com/profile_images/1276647771076952068/rZtJ4u1-_normal.jpg', 'https://pbs.twimg.com/media/D30pTgVW4AE_U6d.jpg']",['No Video']
6,@LobaughEmily,Emily Lobaugh,10-Apr,Regardless of the weather...it'll be a great day to run #BostonStrong ,"['https://pbs.twimg.com/profile_images/1146806853558579200/f1xb0KDs_normal.jpg', 'https://pbs.twimg.com/profile_images/1520248262397071362/qRNf0Qqe_mini.jpg']",['No Video']
7,@charityteams,No Name,10-Apr,"A really cool marathon & football raffle. You can win this #BostonStrong helmet!! 

Enter now:
https://gronknationraffle.com/raffle/the-boston-strong-raffle-2019/…
@RobGronkowski @GronkNation @Patriots @bostonmarathon @jhboston26","['https://pbs.twimg.com/profile_images/1470988836901736449/TWbBvyUO_normal.jpg', 'https://pbs.twimg.com/media/D3zhHAuWAAAJIFy.jpg']",['No Video']
8,@Lil_Kym,Miss Kym,10-Apr,"On their coaching phone calls, Coach Walt Drenth asks Desiree Linden a lot of questions, tough questions. Call it coaching by Socratic Method. Sometimes the answers he forces from her are hard for her to confront. #BostonStrong ~http://runnersworld.com/news/a26963432/desiree-linden-2019-boston-marathon…

Who holds you accountable?",['https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png.jpg'],['No Video']
9,@UnplannedMovie,No Name,10-Apr,"We love secular @Massprolife & religious leader, @CardinalSean in Boston for uniting against the local bill that targets #UnPlanned people & minority women. Report from @LifeNewsHQ: https://lifenews.com/2019/04/09/catholic-cardinal-says-massachusetts-bill-legalizing-abortions-up-to-birth-dehumanizes-unborn-babies/…
#BostonStrong #WednesdayWisdom #ProLife #Speak",['https://pbs.twimg.com/profile_images/1042279030781706240/9-5WzJmm_normal.jpg'],['No Video']
10,@BrownPeabody,Brown School,10-Apr,"A special visit from @AdrianneHaslet to Ms Deroo’s kindergarten classroom to talk about her experience at the #BostonMarathon, hopes and dreams, and never giving up in the face of adversity. #BostonStrong @HeartbreakRunCo @BAA","['https://pbs.twimg.com/profile_images/1685273347012100096/NEVvfjpv_normal.jpg', 'https://pbs.twimg.com/media/D3zDOoEWsAA4Vxi.jpg']",['No Video']
11,@looneylu,Luis Carbuccia,10-Apr,Just watched the @RedSox #OpeningDay ceremony... #BostonStrong. I really miss my city.,['https://pbs.twimg.com/profile_images/1054374646924132358/j__QC9Y3_normal.jpg'],['No Video']
12,@mjami,Merissa Bookman,10-Apr,"This is the very definition of “too much winning problems.” I’m sure other cities/regions would love to have this conundrum.

Champions throwing baseballs to champions for 5 min of a 1 hour celebration. #BostonStrong #CityOfChampions",['https://pbs.twimg.com/profile_images/1291142088285917185/qcpy0Cod_normal.jpg'],['No Video']
13,@ianfirla,Ian Firla,10-Apr,"Lots of people seem to be getting worried about the weather for the @bostonmarathon. To be honest, it's a great opportunity to run without expectations. Run what you feel, not what you wish for... tends to end up better! #BostonStrong #runwithyourheart","['https://pbs.twimg.com/profile_images/552860560287465472/UrP3EZae_normal.jpeg', 'https://pbs.twimg.com/media/D3yDOpDWAAE__KQ.jpg']",['No Video']
14,@SamSully03,Sam Sullivan,10-Apr,"This is amazing, Kurt! Good luck Monday, I’ll find you!!! #BostonStrong",['https://pbs.twimg.com/profile_images/655868959363866625/AV5oFh_o_normal.jpg'],['No Video']
15,@MyGalaxyRoses,Galaxy Roses,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1719773953751756800/Gi3UD15A_normal.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1722794924817448960/img/tQgUdESs8bvGyUql.jpg']",['https://pbs.twimg.com/amplify_video_thumb/1722794924817448960/img/tQgUdESs8bvGyUql.jpg']
16,@PrimeTimeMiles,No Name,10-Apr,Now the Celtics gotta bring the trophy  home #Bostonstrong,"['https://pbs.twimg.com/profile_images/1638571784927875072/hgStufV4_normal.jpg', 'https://pbs.twimg.com/profile_images/1591927759852421120/GyR-QFjE_mini.jpg', 'https://pbs.twimg.com/media/D3uo62nWAAEIhKe.jpg']",['No Video']
17,@sidelinesammy,Sammy Miller,10-Apr,LEGENDS...that’s all I have to say. @Patriots @RedSox #bostonstrong #champs,"['https://pbs.twimg.com/profile_images/1691596201723064321/NhH5QthO_normal.jpg', 'https://pbs.twimg.com/profile_images/1604943357750419465/wk5BAmKG_mini.png.jpg', 'https://pbs.twimg.com/profile_images/1170690523201527808/FriNRiir_bigger.png.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1115749901382619136/pu/img/5bUt1Akr5pNNQX30.jpg']",['https://pbs.twimg.com/ext_tw_video_thumb/1115749901382619136/pu/img/5bUt1Akr5pNNQX30.jpg']
18,@jadakisslives,leap yearDarth Jadey,9-Apr,ALL LOVE TO MY CITTYYY #OpeningDay #BOSTONSTRONG,"['https://pbs.twimg.com/profile_images/1318712980213764101/c9XHpXrl_normal.jpg', 'https://pbs.twimg.com/profile_images/1715340699170660352/sU3NozxP_mini.jpg', 'https://pbs.twimg.com/media/D3uthjcWAAA1i00.jpg']",['No Video']
19,@semisweet4,No Name,9-Apr,"Beautiful #FenwayPark 
@redsox #myfenway #gonation #bostonstrong  https://instagram.com/p/BwDfLuGg0By/?utm_source=ig_twitter_share&igshid=1h6lp3rvz0l6i…",['https://pbs.twimg.com/profile_images/378800000322441781/32836f4bb155b03e7d911e6c5e2a7c12_normal.jpeg'],['No Video']
20,@amynroe,Amy Noelle Roe,9-Apr,"Listen to me talk about the book TONIGHT at the :15 and :45 of each hour 4-6 p.m. https://komonews.com/live/komo-4-newsradio…
#becomingbostonstrong #booklaunch #bostonmarathon #bostonstrong",['https://pbs.twimg.com/profile_images/1094094816407781376/QlfHy9Wd_normal.jpg'],['No Video']
21,@rungodale,Mark Godale,9-Apr,Tough decisions. What size Garbage bag do I need this year? #boston #marathon #bostonstrong #run #running #adidas #bostonmarathon https://instagram.com/mark_godale/p/BwDXrRHBb8H/?utm_source=ig_twitter_share&igshid=wa8diy42ow2n…,['https://pbs.twimg.com/profile_images/2195140374/image_normal.jpg'],['No Video']
22,@kathydeschenes,Suzy Sassafras aka Kathy Nolan Deschenes,9-Apr,I was so happy when you walked onto the field!!! #BostonStrong,['https://pbs.twimg.com/profile_images/1577399251583307800/2AtyWUxD_normal.jpg'],['No Video']
23,@PeacexLovexPats,No Name,9-Apr, always #bostonstrong,"['https://pbs.twimg.com/profile_images/1670591430031491075/xclBDtpN_normal.jpg', 'https://pbs.twimg.com/profile_images/1711771561273720832/EhaYcnom_mini.jpg', 'https://pbs.twimg.com/media/D3vg8E2W0AIyxsG.jpg']",['No Video']
24,@KerryKavanaugh,Kerry Kavanaugh,9-Apr,"- @TeamMR8 is holding a collection drive all week to collect 'comfort items' for local children who abruptly end up in foster care without personal belongings. My story at 6:45 @boston25 

Meanwhile, how you can help: 
https://boston25news.com/news/martin-richard-foundation-collecting-comfort-items-for-children-in-need/938437153…
#BostonStrong",['https://pbs.twimg.com/profile_images/1354783173775925249/wQS4VqkH_normal.jpg'],['No Video']
25,@ronnieisrunning,Ron McCracken,9-Apr,"https://youtu.be/3GohQc3Wfp8 7,215 days in a row. #FinalFour️20192019 #NCAAChampionship #TuesdayThoughts #BostonMarathon #bostonstrong #Boston #BostonRedSox #adidasrunning #londonmarathon","['https://pbs.twimg.com/profile_images/860939233879613440/q8-xzEDG_normal.jpg', 'https://pbs.twimg.com/card_img/1729171809361182720/z0YqA6Am.jpg']",['No Video']
26,@lomartin33,Lori Martin Photos,9-Apr,Today's focus....the Red Sox home opener! Let's Go!!! #bostonredsox #redsox #redsoxnation #dodamage #saleday #homeopener #fenway #fenwaypark #bostonstrong #ringceremony #bannerraised… https://instagram.com/p/BwDD7y7BQT2/?utm_source=ig_twitter_share&igshid=cr6znzy43iu2…,['https://pbs.twimg.com/profile_images/1658911993921773573/0G5muRMs_normal.jpg'],['No Video']
27,@arielle_WX,Arielle Whooley,9-Apr,"In honor of opening day at #Fenway for the champs @RedSox ... here is a flash back to my @boston25 intern days when I was lucky enough to take a trip to the park with the weather team. 

Let’s win is all again! #Bostonpride #champCity #winning #interndays #bostonstrong","['https://pbs.twimg.com/profile_images/1169903995042689026/sVqIHsgX_normal.jpg', 'https://pbs.twimg.com/media/D3vE4nIW0AAGJmD.jpg', 'https://pbs.twimg.com/media/D3vE4nIXsAAQgLP.jpg']",['No Video']
28,@ExtremeAvocado_,Hunter Gordon,9-Apr,Is there a reset button for this year’s baseball season? I need my @RedSox to get it together! #BostonStrong #WeGottaRepeat,['https://pbs.twimg.com/profile_images/1521304244099469312/39hDXIAn_normal.jpg'],['No Video']
29,@lovekeena17,MaryBeth Keena,9-Apr,Rough seats second row from the field!! Thank you @aubuchon89 for sharing  #RedSox #GreenMonster #OpeningDay2019 #BostonStrong #FenwayFunDay @ Fenway Park https://instagram.com/p/BwC7qfPgIhN/?utm_source=ig_twitter_share&igshid=1r8gyb6ztffn9…,['https://pbs.twimg.com/profile_images/2261968776/image_normal.jpg'],['No Video']
30,@forward2me,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1701182642001960960/xfQYZLIM_normal.jpg', 'https://pbs.twimg.com/media/F-BGvmnWIAAnX9I.jpg', 'https://pbs.twimg.com/media/F9sG0tiW4AAcbXO.jpg', 'https://pbs.twimg.com/media/F9sG1jGWEAAH5yO.jpg', 'https://pbs.twimg.com/media/F9sHH5pXMAAhCLz.jpg', 'https://pbs.twimg.com/media/F9sG3UXWcAAAC0u.jpg']",['No Video']
31,@BBgunn42,No Name,9-Apr,@sportslogosnet As the @RedSox celebrate their Championship today can’t help but look back and think. #Boston has been the Greatest Sports City to live in since the turn of the Century. #BostonStrong,"['https://pbs.twimg.com/profile_images/1428338654167146505/JTpNaqsO_normal.jpg', 'https://pbs.twimg.com/media/D3u2ONcUUAA7eBi.jpg']",['No Video']
32,@MontielLuis,No Name,9-Apr,I found my @b_a_a_ outfit  #bostonstrong https://instagram.com/p/BwC4sQjhtT6aciR946Qq59NQdcmslKssYiAU4o0/?utm_source=ig_twitter_share&igshid=10206m6oj5z2t…,['https://pbs.twimg.com/profile_images/1359903826824712192/HdNd3pcw_normal.jpg'],['No Video']
33,@rightshoevan,The Right Shoe,9-Apr,Check out the @bostonmarathon jacket colours through the years! Who's running this year? http://ow.ly/BKdH50pEsRI #RunVan #BostonStrong,"['https://pbs.twimg.com/profile_images/1653499903476387842/N5WcinMr_normal.jpg', 'https://pbs.twimg.com/media/D3u0SplUYAAz3st.jpg']",['No Video']
34,@f_fjay,No Name,9-Apr,Pretty awesome when your football team and baseball team celebrate winning championships on the same day #BostonStrong,"['https://pbs.twimg.com/profile_images/1705585663679004672/tTFSo8GX_normal.jpg', 'https://pbs.twimg.com/profile_images/1707567440022953984/bgO8u8Ag_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1115675747245535235/pu/img/Z2zj86P9Tf2wKJle.jpg']",['https://pbs.twimg.com/ext_tw_video_thumb/1115675747245535235/pu/img/Z2zj86P9Tf2wKJle.jpg']
35,@MarkDoherty7,Mark Doherty,9-Apr,A Tradition unlike any other. The meeting of the trophies. Never gets old. Want so many more. #TitleTownUSA #BostonStrong,"['https://pbs.twimg.com/profile_images/1584588413004546048/zIgaJZKI_normal.jpg', 'https://pbs.twimg.com/profile_images/1571198884096999426/CYdwW1aE_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1115675452612448256/pu/img/51pFtO6bq3n1SkQo.jpg']",['https://pbs.twimg.com/ext_tw_video_thumb/1115675452612448256/pu/img/51pFtO6bq3n1SkQo.jpg']
36,@bbourget300,Bryan Bourget,9-Apr,That was such a good ceremony for opening day.... City of Champions... So grateful! #BostonStrong #Redsox #Patriots,['https://pbs.twimg.com/profile_images/1415065009298755584/N8p38smc_normal.jpg'],['No Video']
37,@RickWNDRS,No Name,9-Apr,Goosebumps. God damn I love my city! #BostonStrong,['https://pbs.twimg.com/profile_images/1361171942770937856/MNbWZcnl_normal.jpg'],['No Video']
38,@colleen10964,No Name,9-Apr,Love seeing history @TheFreedomTrail #BostonStrong,"['https://pbs.twimg.com/profile_images/1518978113350213633/ILzsck12_normal.jpg', 'https://pbs.twimg.com/media/D3urGi1U4AAH-jY.jpg']",['No Video']
39,@jughed,Jarrad Boyer,9-Apr,#BostonStrong Let’s Get Going http://bleacherreport.com/post/boston-red-sox/67d6796a-ab87-4d78-9998-aa66443a2ff2…,['https://pbs.twimg.com/profile_images/811847860438335489/tAwCVEyq_normal.jpg'],['No Video']
40,@PaulRizzo28,No Name,9-Apr,"Way to go New England Champs! 




12 Championships in 17 years!
2002-2019
#BostonStrong","['https://pbs.twimg.com/profile_images/1617204463395119105/ObTyBsGu_normal.jpg', 'https://pbs.twimg.com/profile_images/793924061843914752/ycm8ibEE_mini.jpg']",['No Video']
41,@RTheleman,No Name,9-Apr,"#bostonstrong #redsoxnation #mannybeingmanny #BigPapi
#worldchampions Had this day marked on the calendar, today sparks our new reality! We're the best, come and take it from us!",['https://pbs.twimg.com/profile_images/1369154732246376450/WoUqGX35_normal.jpg'],['No Video']
42,@JaneLewis1215,Jane Lewis,9-Apr,Boston Red Sox 2019 Opening Day..#redsox #redsoxnation #bostonstrong #openingday #champions #ringceremony #fenway #lovethatdirtywater #baseballfanforever… https://instagram.com/janelewis1215/p/BwCvHAQAZPv/?utm_source=ig_twitter_share&igshid=1khickskj8uiv…,['https://pbs.twimg.com/profile_images/648163009047609344/e-jW6S3I_normal.jpg'],['No Video']
43,@ejctown,𝔼𝕣𝕚𝕔 𝕁𝕠𝕙𝕟𝕤𝕠𝕟,9-Apr,We are here with r camera expertise &  #bostonstrong with @LANTELComm and @IBEW103 technicians !!!!! @LAntonellis103 @JBodio @necaboston,"['https://pbs.twimg.com/profile_images/1508199806191210502/_0mf_OI1_normal.jpg', 'https://pbs.twimg.com/profile_images/1587437875091705859/KW9EVsbG_mini.jpg', 'https://pbs.twimg.com/media/D3txbEhWwAAATVl.jpg']",['No Video']
