,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
0,@CrazyEasy00,Stephanie Paone,Apr 22,Currently enjoying @RedSox game vs Yankees at Fenway! #RedSox #BostonStrong,"['https://pbs.twimg.com/profile_images/1230902140429885441/xAWNwyS6_normal.jpg', 'https://pbs.twimg.com/media/Bl3VKwFIcAAWzUl.jpg']",['No Video']
1,@BrandlJames,james brandl,Apr 22,@SportsCenter jacoby elsbury great catch and inside the park homer!!! #sctop10 #BostonStrong,['https://pbs.twimg.com/profile_images/504272731027025920/GjM7TDlV_normal.jpeg'],['No Video']
2,@DITOGAMESch,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1606272174599421952/-bf3eG_a_normal.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1725254928094859265/img/FlnruKG2dX_Eys0U.jpg']",['https://pbs.twimg.com/amplify_video_thumb/1725254928094859265/img/FlnruKG2dX_Eys0U.jpg']
3,@csprague71,Chris Sprague,Apr 22,Great night for Boston pro teams #RedSoxYankees #BruinsWings #BostonStrong #gladCelticsdidntmakeplayoffs,['https://pbs.twimg.com/profile_images/1672316010626703360/-Zozvbr1_normal.jpg'],['No Video']
4,@B_Prendy,No Name,Apr 22,DOUGIE!!!!! Let's go bruins up 1-0 now let's finish strong! #bruins #bostonsports #bostonstrong #playoffs2014,['https://pbs.twimg.com/profile_images/1692660935108808704/VR1kUxJX_normal.jpg'],['No Video']
5,@FoodyFantastic,No Name,Apr 22,GOOOOOOOAAAAAAL #BostonStrong #gobruins,['https://pbs.twimg.com/profile_images/1336523375737450499/JcABU6Kf_normal.jpg'],['No Video']
6,@WestCler,West Clermont Schools,Apr 22,“@GEMSCounseling: Victims & survivors of the Boston Marathon are #Upstanders of the week. #BostonStrong,"['https://pbs.twimg.com/profile_images/1196880444861681665/cP4NzZdM_normal.jpg', 'https://pbs.twimg.com/media/Bl3U1gaCYAABEv2.jpg']",['No Video']
7,@MagikFlameFire,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1665878022358966272/vnZy1FdV_normal.jpg', 'https://pbs.twimg.com/commerce_product_img/1691691322074095784/grArpnO2.jpg', 'https://pbs.twimg.com/commerce_product_img/1691691322023805157/UcbJztw-.jpg', 'https://pbs.twimg.com/commerce_product_img/1691691322002788751/5Z64fEXJ.jpg', 'https://pbs.twimg.com/commerce_product_img/1701475755509657734/6eONX9gm.jpg', 'https://pbs.twimg.com/commerce_product_img/1691691322019635620/U9hy0VwA.jpg', 'https://pbs.twimg.com/commerce_product_img/1691691322078298392/mTOeGrNm.jpg']",['No Video']
8,@BeZerkFIFA,BeZerk FIFA,Apr 22,I know that no one gives a shit but LETS GO BRUINS!!!! #Bruins #BostonStrong,['https://pbs.twimg.com/profile_images/461625294315454465/AG4aHfha_normal.jpeg'],['No Video']
9,@LTWllc,No Name,Apr 22,Boston Marathon a case study in lessons learned following last year's tragedy http://fw.to/uV1bAkK via @secinfowatch #LTWllc #BostonStrong,['https://pbs.twimg.com/profile_images/378800000115989365/f9e37a68a05b7d32f8e3f7c71bededbc_normal.jpeg'],['No Video']
10,@bcmedland,Blaine Medland,Apr 22,GOAL!!! Atta boy Dougie  #BostonStrong,['https://pbs.twimg.com/profile_images/1716855260247994372/UuveD0BM_normal.jpg'],['No Video']
11,@romerdomer,Jack Romine,Apr 22,Dougey Hamilton you monster #BostonStrong,['https://pbs.twimg.com/profile_images/1506004328896679944/YuuUa7V1_normal.jpg'],['No Video']
12,@SuperiorTi,Superior Titanium Products,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1597029941605974017/F0e1Tjf3_normal.jpg', 'https://pbs.twimg.com/media/Fiqk7EtXEAAa0Os.jpg', 'https://pbs.twimg.com/media/FinN7jdXEAAxVnw.jpg', 'https://pbs.twimg.com/media/FinNQfAWYAAjxnt.jpg', 'https://pbs.twimg.com/media/FfnzoyaX0A0DjGX.jpg', 'https://pbs.twimg.com/media/Ffn0DGvXEAAeNeU.jpg']",['No Video']
