,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
0,@Bearded_Taco14,No Name,May 31,Someone once asked me.... how #strong are you and I replied #BOSTONSTRONG https://instagram.com/p/ByJI7ukhTM0/?igshid=1jydbony3ha9j…,['https://pbs.twimg.com/profile_images/1629927982604091392/I9NnzmVR_x96.jpg'],['No Video']
1,@Southpaw55555,Russ Harris,May 31,Boston has been on such a crazy title run that when it all started my playoff beards were completely black...these days some different hues are mixing in. #BostonStrong #CityOfChampions #WeWantTheCup #Patriots6Rings… https://instagram.com/p/ByI-qTLg4in/?igshid=lqdt9xgxux1s…,['https://pbs.twimg.com/profile_images/487342611653332993/cVtSl05D_x96.jpeg'],['No Video']
2,@HeroWarsWeb,Hero Wars,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1669708622316576772/nOnoAJqk_x96.jpg', 'https://pbs.twimg.com/media/F_c5BkeXkAAvMuL.jpg', 'https://pbs.twimg.com/media/F_c5DPAWMAAIvw8.jpg']",['No Video']
3,@CoachAray,COACH A,May 31,#BOSTONSTRONG  Congrats time watch more sox games live best life ,['https://pbs.twimg.com/profile_images/1698856230356402176/JaSynrhj_x96.jpg'],['No Video']
4,@markhealey,No Name,May 31,What a city! #bostonstrong https://www3.bostonglobe.com/news/bigpicture/2019/05/23/some-best-sports-photos-boston-history/PT5MrcYASKsqVf3l8wscPI/story.html…,['https://pbs.twimg.com/profile_images/714983209981841408/T9wibqBn_x96.jpg'],['No Video']
5,@ChrisGem65,No Name,May 31,Lol Too many championships here Play better you'll win more #BostonStrong ,['https://pbs.twimg.com/profile_images/1620114307936575492/QEYBazwJ_x96.jpg'],['No Video']
6,@SaraLMarino,Sara Marino,May 31,"Day 2 starts at #Fenway
 it here. Many memories with my dad and the @redsox 

fenwaypark #BostonStrong #NewEnglandGirl @ Red Sox Stadium, Boston https://instagram.com/p/ByIK1-VgwMB/?igshid=17dwf6gk2vvw…",['https://pbs.twimg.com/profile_images/1705413050562486272/6-TXiMCu_x96.jpg'],['No Video']
7,@MagikFlameFire,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1665878022358966272/vnZy1FdV_x96.jpg', 'https://pbs.twimg.com/media/F_L0l_5WMAAg9Lh.jpg']",['No Video']
8,@Cathy_Vee,Cathy Vee,May 30,2M Allergies you suck. Oh. Thank you for my fab abs. But you still suck. That is all. #motherrunner #unicorn #runner #marathoner #runhappy #runforlife #runeatrepeat #mommystrong #bostonstrong #warrior #sweatyselfie… https://instagram.com/p/ByHHMraHxK8/?igshid=10hog0ad4gne4…,['https://pbs.twimg.com/profile_images/1432318734/DSCF4839_2_2_2_x96.JPG.jpg'],['No Video']
9,@RyanMcN54578900,No Name,May 30,Sorry Friends of Eddie Coyle but Mothra cocooning King Ghidorah to the side of the John Hancock Tower is now Boston’s greatest contribution to cinema. #cinema #BostonStrong #GodzillaKingOfTheMonster,['https://pbs.twimg.com/profile_images/1351898103247474689/FNMFynqP_x96.jpg'],['No Video']
