,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
0,@Fran_Vallecillo,Francys Vallecillo,Apr 19,"Watching @E60's Dream On, can't wait to watch the #BostonMarathon tomorrow. Good luck to all! #BostonStrong",['https://pbs.twimg.com/profile_images/971958932993224705/6B7UcfEu_normal.jpg'],['No Video']
1,@heyfysop,FYSOP BU,Apr 19,"Have a fun and safe Marathon Monday tomorrow, Terriers!  #BostonStrong",['https://pbs.twimg.com/profile_images/1534977421866328065/ywF4LVpw_normal.jpg'],['No Video']
2,@pawsionatecom,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1633727252704927745/CUZ3vKRT_normal.jpg', 'https://pbs.twimg.com/media/FtpUfp7aUAAEXq2.jpg']",['No Video']
3,@MUSHroom__21,Michelle Hinchliffe,Apr 19,Wow the E:60 on the Boston Marathon Bombings is a must watch #BostonStrong,['https://pbs.twimg.com/profile_images/1056170170920697856/6sSZZy5n_normal.jpg'],['No Video']
4,@leslieasheppard,leslie sheppard,Apr 19,All ready for the #BostonMarathon 2015 #BostonStrong @ Boston Marathon Finish Line https://instagram.com/p/1rQB8IzARZ/,['https://pbs.twimg.com/profile_images/907435319372345345/e5Nbn0Mq_normal.jpg'],['No Video']
5,@LauraMattis,Laura Mattis,Apr 19,Amazing indeed! #BostonMarathon #BostonStrong,"['https://pbs.twimg.com/profile_images/701581599599681536/MKjBC_ln_normal.jpg', 'https://pbs.twimg.com/profile_images/1577288998057287681/SwCJTGeO_mini.jpg', 'https://pbs.twimg.com/profile_images/1577289345253445636/X474PsjC_bigger.jpg', 'https://pbs.twimg.com/media/CC_jXFNWYAAo59a.jpg']",['No Video']
6,@TheBUBuzz,The Buzz,Apr 19,Wishing the best of luck to all the @bostonmarathon runners tomorrow! #BostonStrong,['https://pbs.twimg.com/profile_images/852934421988737024/faeMnEKM_normal.jpg'],['No Video']
7,@Porkbun,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1683577515233902595/vRPR0VPy_normal.jpg', 'https://pbs.twimg.com/media/F6UifrGbcAAkghO.jpg']",['No Video']
8,@JoshO2007,Josh O,Apr 19,Prep for the @bostonmarathon #BostonStrong #iPhone6plus,"['https://pbs.twimg.com/profile_images/987915590990954496/pfezCJoe_normal.jpg', 'https://pbs.twimg.com/media/CC_jhFgVIAA8wzK.jpg', 'https://pbs.twimg.com/media/CC_jhFlUEAAKpXi.jpg', 'https://pbs.twimg.com/media/CC_jhFjUgAEd06h.jpg']",['No Video']
9,@hapagurl8,No Name,Apr 19,"It was a beautiful, but chilly day for baseball. #redsox #baseball #bostonstrong https://instagram.com/p/1rPjIwDaZ9/",['https://pbs.twimg.com/profile_images/417682607891951617/Yc1-1Her_normal.jpeg'],['No Video']
10,@BrinleyMcAffee,Brinley McAffee,Apr 19,"I'm just saying, be prepared for all my marathon snaps tomorrow #BostonMarathon #BostonStrong",['https://pbs.twimg.com/profile_images/656573696098836480/NrVirj1w_normal.jpg'],['No Video']
11,@martycoultas,No Name,Apr 19,OMG #E60 on #BostonMarathon survivors is amazing.  #BostonStrong,['https://pbs.twimg.com/profile_images/1727184156679974912/2iXJqkSW_normal.jpg'],['No Video']
12,@hapagurl8,No Name,Apr 19,"It was a beautiful, but chilly day for baseball. #redsox #baseball #bostonstrong https://instagram.com/p/1rPjIwDaZ9/",['https://pbs.twimg.com/profile_images/417682607891951617/Yc1-1Her_normal.jpeg'],['No Video']
13,@BrinleyMcAffee,Brinley McAffee,Apr 19,"I'm just saying, be prepared for all my marathon snaps tomorrow #BostonMarathon #BostonStrong",['https://pbs.twimg.com/profile_images/656573696098836480/NrVirj1w_normal.jpg'],['No Video']
