,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
0,@NateeBlazee,No Name,Apr 14,@itsMarlynJean gottttt some  for summer '16 #BostonStrong,['https://pbs.twimg.com/profile_images/1690913554281435136/5ueJa5OU_normal.jpg'],['No Video']
1,@Coach_Pritch,Eric Pritchard,Apr 14,Big UP to @SpartanUpPod Col. Nye and @zenhospice on Ep. 86! #AAA #FFFF #BostonStrong Hey @SpartanRace Joe they did great!,['https://pbs.twimg.com/profile_images/1609738286683099138/LpPHxiVj_normal.jpg'],['No Video']
2,@DITOGAMESch,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1606272174599421952/-bf3eG_a_normal.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1603723579945717760/img/tATWDd6PcSj0m8ca.jpg']",['https://pbs.twimg.com/amplify_video_thumb/1603723579945717760/img/tATWDd6PcSj0m8ca.jpg']
3,@allofnewengland,All of New England,Apr 14,"#BOSTONSTRONG: New Balance is offering two limited edition styles of sneakers as part of their ""Nobody Runs Like... http://fb.me/3y1MBjmPk",['https://pbs.twimg.com/profile_images/840171180543860736/R7D0ZES__normal.jpg'],['No Video']
4,@AndreaFaythe,Andrea Watson,Apr 14,@marty_walsh personal personal thanks for including the #FlintWaterCrisis in #OneBostonDay http://boston.com/culture/events/2016/04/14/11-ways-to-participate-in-one-boston-day-on-friday?s_campaign=bcom%3Asocialflow%3Atwitter… #bostonstrong.,['https://pbs.twimg.com/profile_images/1728873197162905600/AaPXSzlD_normal.jpg'],['No Video']
5,@adi_nelson,Adriana Nelson,Apr 14,.@jhboston26 lot of excitements this weekend! #BostonStrong  .@ROLLRecovery #expo means lot of rolling!#DigDeeper,"['https://pbs.twimg.com/profile_images/867066325654548482/C8-U0AIm_normal.jpg', 'https://pbs.twimg.com/profile_images/892877629392535552/HblLvbly_mini.jpg', 'https://pbs.twimg.com/media/CgClPpZUMAEEwq4.jpg', 'https://pbs.twimg.com/media/CgClPsrUAAA3pZs.jpg', 'https://pbs.twimg.com/media/CgClP2VVIAAt2ZN.jpg', 'https://pbs.twimg.com/media/CgClP6NUMAARLrO.jpg']",['No Video']
6,@PiperWai,No Name,Apr 14,#BostonStrong gets a permanent tribute on the @bostonmarathon route. #BostonMarathon http://ow.ly/10k8Uu,['https://pbs.twimg.com/profile_images/1194639476003348481/j1hS2Fxc_normal.jpg'],['No Video']
7,@shoptemu,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1564497322855534592/6vUA-39x_normal.jpg', 'https://pbs.twimg.com/media/GAguEJeXoAAyGlP.jpg']",['No Video']
8,@AndreaFaythe,Andrea Watson,Apr 14,#FlintWaterCrisis peeps reminder! Tomorrow #momentofsilence #BostonStrong #OneBostonDay,"['https://pbs.twimg.com/profile_images/1728873197162905600/AaPXSzlD_normal.jpg', 'https://pbs.twimg.com/profile_images/1697318995089657856/zaLMEMg8_mini.jpg']",['No Video']
9,@asiadawn_,Asia DawnMarketing Professional,Apr 14,I can't wait for this documentary to air next year! They filmed it when I ran Boston in 2014. <3 #bostonstrong http://fb.me/4HKTqxgKt,['https://pbs.twimg.com/profile_images/1707501630977912832/8qcvjyJE_normal.jpg'],['No Video']
10,@BosBizCRE,BBJ commercial real estate reporter,Apr 14,Boston Mayor @marty_walsh's schedule for tomorrow's #OneBostonDay #BostonStrong,['https://pbs.twimg.com/profile_images/1483874477155004418/CqwQS19t_normal.jpg'],['No Video']
11,@buddysma,No Name,Apr 14,@DonOrsillo good luck Don! #BostonStrong we love  and miss you,['https://pbs.twimg.com/profile_images/1497583459337965571/-abybhZg_normal.jpg'],['No Video']
12,@f1_maniac,No Name,Apr 14,@harryandIouis @Octopus__Garden I have still not forgotten his words at Gillette . #BostonStrong,"['https://pbs.twimg.com/profile_images/798731273468420096/LkHMzcGG_normal.jpg', 'https://pbs.twimg.com/media/CgCZLcfUEAApgDP.jpg']",['No Video']
13,@MrPrieboyPCHS,No Name,Apr 14,#tbt to a PR in Boston. My perspective on life would forever change about an hour after this photo. #bostonstrong,"['https://pbs.twimg.com/profile_images/1691406839848566784/gL521XJM_normal.jpg', 'https://pbs.twimg.com/media/CgCXFajUMAAyIEn.jpg']",['No Video']
14,@celticaustralia,Celtics Australia,Apr 14,Is today 2 years from the Boston Bombings? Wow. #BostonStrong ,['https://pbs.twimg.com/profile_images/1149271588522479616/zODlfJuZ_normal.jpg'],['No Video']
15,@SCBARBERS,SOCIAL CLUB BARBERS,Apr 14,@newbalance Fresh Out #clean #bostonmarathon #bostonstrong Social Club Barbers Experience… https://instagram.com/p/BEMoDl1Tblk/,['https://pbs.twimg.com/profile_images/705192593001488384/A_22AZHQ_normal.jpg'],['No Video']
16,@RichDeCapua,Rich DeCapua,Apr 14,That's what I'm talking about. @bostonmarathon #BostonStrong,"['https://pbs.twimg.com/profile_images/1676284026615635968/sdRo9W38_normal.jpg', 'https://pbs.twimg.com/media/CgCRJhfXIAQFBgA.jpg']",['No Video']
17,@TruSoulMovement,No Name,Apr 14,"*** LIMITED EDITION ***
#REDSOX #BostonStrong tee
Alternate colors & styles available for men &… https://instagram.com/p/BDvlrwatWpr/",['https://pbs.twimg.com/profile_images/1527478180197588993/Jj8owQWy_normal.jpg'],['No Video']
18,@stellaviews,dorothea Downey,Apr 14,Nice to see the marathon runners arriving #bostonstrong,['https://pbs.twimg.com/profile_images/378800000084049045/d2d1930d9113550667a58dc6b930444d_normal.jpeg'],['No Video']
19,@runcoachsays,No Name,Apr 14,We can't wait for this! #BostonMarathon #BostonStrong #MarathonMovie @runmeb @ShalaneFlanagan http://running.competitor.com/2016/04/boston-marathon/its-everybodys-marathon-watch-the-latest-trailer-for-boston_148307…,['https://pbs.twimg.com/profile_images/3481054226/922a10f42add059994944a505ea5b535_normal.png.jpg'],['No Video']
20,@shoptemu,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1564497322855534592/6vUA-39x_normal.jpg', 'https://pbs.twimg.com/media/GAgtoBhWIAAmZDW.jpg', 'https://pbs.twimg.com/media/GAgtpO6XIAAmdEX.jpg']",['No Video']
21,@mynx716,Mikki Wosencroft,Apr 14,#bostonmarathon #bostonstrong #boston next to the @b_a_a_ trophy!!!… https://instagram.com/p/BEMjU3MEVWyWT_3clZ-2a08Lfp5Zq6QU5f7PGA0/…,['https://pbs.twimg.com/profile_images/1087514854435553281/Pfr3ikes_normal.jpg'],['No Video']
22,@MarathonGoddess,Julie Weiss,Apr 14,"To all my friends running the @bostonmarathon, I am with you in spirit. God Speed!  #BostonStrong #BostonMarathon","['https://pbs.twimg.com/profile_images/1338142156/19646_1242245548639_1604343765_599620_3453272_n_normal.jpg', 'https://pbs.twimg.com/media/CgCKlX0UYAAXJ-t.jpg']",['No Video']
23,@eghall,Erin Hall,Apr 14,Tomorrow is #OneBostonDay - do a nice deed in remembrance of 4/15/13. #BostonMarathon #BostonStrong,['https://pbs.twimg.com/profile_images/3429392688/02dcae3f548a84f399919b75830cee57_normal.jpeg'],['No Video']
24,@NormanDemorte,No Name,Apr 14,#bostonstrong#bestrong#redsocks#patriots#tattoo#bocaraton#westpalmbeach#deerfieldbeach#pompano#mi… https://instagram.com/p/BEMhN7CiieF/,['https://pbs.twimg.com/profile_images/1406238578154237953/bhHTutjE_normal.jpg'],['No Video']
25,@VervericaData,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1539188737439109122/2wymt9pS_normal.jpg', 'https://pbs.twimg.com/media/F8D8e-EWcAAN-e7.jpg']",['No Video']
26,@shaughnterry,sean terry,Apr 14,second to last training run before @bostonmarathon 2016! follow my weekend with #SeanRuns4NECHV #BostonStrong #BostonMarathon2016,['https://pbs.twimg.com/profile_images/888440301764960256/xEblqxXO_normal.jpg'],['No Video']
27,@SoundrawUS,No Name,No Date,No Tweet Contents,"['https://pbs.twimg.com/profile_images/1696412442354716672/pnRzPaWx_normal.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1730655100786352128/img/-af0ih_5EpMpNr4I.jpg']",['https://pbs.twimg.com/amplify_video_thumb/1730655100786352128/img/-af0ih_5EpMpNr4I.jpg']
